latitude,longitude,elevacao,time_point
47.23376213777905,-119.84979337565292,377.556,2023-08-22 22:01:03.499000+00:00
47.23375907795896,-119.84981369346224,377.569,2023-08-22 22:01:03.599000+00:00
47.23375601751682,-119.84983392232506,377.568,2023-08-22 22:01:03.699000+00:00
47.233752959395105,-119.84985432992697,377.56,2023-08-22 22:01:03.799000+00:00
47.233749817467974,-119.84987494729033,377.544,2023-08-22 22:01:03.899000+00:00
47.23374673767874,-119.84989545636091,377.54900000000004,2023-08-22 22:01:03.999000+00:00
47.233743609583435,-119.84991598876883,377.55,2023-08-22 22:01:04.099000+00:00
47.23374045802233,-119.84993676038411,377.512,2023-08-22 22:01:04.199000+00:00
47.23373736171698,-119.84995727027626,377.534,2023-08-22 22:01:04.299000+00:00
47.233734275162554,-119.84997795456447,377.50600000000003,2023-08-22 22:01:04.399000+00:00
47.233731105791584,-119.84999888487437,377.51,2023-08-22 22:01:04.499000+00:00
47.23372799482719,-119.85001968514106,377.503,2023-08-22 22:01:04.599000+00:00
47.233724899222025,-119.8500406009658,377.502,2023-08-22 22:01:04.699000+00:00
47.23372177212842,-119.85006146559147,377.471,2023-08-22 22:01:04.799000+00:00
47.23371866815574,-119.85008263001004,377.471,2023-08-22 22:01:04.899000+00:00
47.233715525171064,-119.85010386567279,377.45300000000003,2023-08-22 22:01:04.999000+00:00
47.23371232329891,-119.85012489019782,377.504,2023-08-22 22:01:05.099000+00:00
47.23370910015234,-119.85014618718141,377.51300000000003,2023-08-22 22:01:05.199000+00:00
47.23370598222411,-119.850167546229,377.541,2023-08-22 22:01:05.299000+00:00
47.23370287376088,-119.85018864283566,377.54200000000003,2023-08-22 22:01:05.399000+00:00
47.233699721692524,-119.85021021499608,377.539,2023-08-22 22:01:05.499000+00:00
47.233696649048916,-119.85023133341589,377.54900000000004,2023-08-22 22:01:05.599000+00:00
47.233693479600596,-119.85025296067907,377.56,2023-08-22 22:01:05.699000+00:00
47.23369040076067,-119.85027448322472,377.56,2023-08-22 22:01:05.799000+00:00
47.233687300252605,-119.85029587855173,377.555,2023-08-22 22:01:05.899000+00:00
47.23368419607953,-119.8503176422533,377.54200000000003,2023-08-22 22:01:05.999000+00:00
47.23368108789117,-119.85033917982028,377.562,2023-08-22 22:01:06.099000+00:00
47.233677986639705,-119.85036081045259,377.567,2023-08-22 22:01:06.199000+00:00
47.23367490903461,-119.85038229218553,377.552,2023-08-22 22:01:06.299000+00:00
47.23367180771681,-119.85040374611697,377.538,2023-08-22 22:01:06.399000+00:00
47.233668648125715,-119.85042544959008,377.487,2023-08-22 22:01:06.499000+00:00
47.23366553508386,-119.85044709913583,377.509,2023-08-22 22:01:06.599000+00:00
47.23366243460962,-119.85046887283407,377.488,2023-08-22 22:01:06.699000+00:00
